Time  Layer1_Flux  Layer1_Error  Layer2_Flux  Layer2_Error  Layer3_Flux  Layer3_Error  Layer4_Flux  Layer4_Error  Layer5_Flux  Layer5_Error  Layer6_Flux  Layer6_Error  Layer7_Flux  Layer7_Error  Layer8_Flux  Layer8_Error  Layer9_Flux  Layer9_Error  Layer10_Flux  Layer10_Error  Layer11_Flux  Layer11_Error  Layer12_Flux  Layer12_Error  Layer13_Flux  Layer13_Error  Layer14_Flux  Layer14_Error  Layer15_Flux  Layer15_Error  Layer16_Flux  Layer16_Error  Layer17_Flux  Layer17_Error
3.8700E+04  1.04148E-06  0.4642  1.78280E-06  0.3790  0.00000E+00  0.0000  1.28078E-07  1.0000  0.00000E+00  0.0000  2.63419E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.40620E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.97036E-07  0.9671  6.42173E-07  0.4286  1.48443E-06  0.2699  8.13037E-07  0.3496  1.96751E-06  0.2307  7.49430E-07  0.4024
3.8800E+04  9.98309E-07  0.4033  2.67387E-06  0.3092  0.00000E+00  0.0000  1.99746E-07  1.0000  0.00000E+00  0.0000  3.91524E-07  0.7481  0.00000E+00  0.0000  0.00000E+00  0.0000  1.40620E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.76315E-07  0.8863  6.45873E-07  0.4463  1.36065E-06  0.2872  7.19536E-07  0.3845  2.12147E-06  0.2350  5.87683E-07  0.4568
3.8900E+04  8.02116E-07  0.4551  2.45116E-06  0.3425  0.00000E+00  0.0000  1.99746E-07  1.0000  1.55779E-07  1.0000  2.53167E-07  0.9277  0.00000E+00  0.0000  0.00000E+00  0.0000  3.97532E-08  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  2.83641E-07  0.7101  7.10240E-07  0.4111  1.11882E-06  0.3204  6.33066E-07  0.3975  2.07213E-06  0.2315  4.01205E-07  0.5571
3.9000E+04  1.29580E-06  0.4466  2.38558E-06  0.3487  0.00000E+00  0.0000  1.22680E-07  1.0000  2.63620E-07  1.0000  2.34080E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.54785E-07  1.0000  6.17739E-07  0.4475  9.37575E-07  0.3471  6.83993E-07  0.4025  1.93791E-06  0.2461  4.36526E-07  0.4890
3.9100E+04  1.51687E-06  0.4373  2.47518E-06  0.3230  1.50184E-07  1.0000  0.00000E+00  0.0000  2.63620E-07  1.0000  2.34080E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  4.93590E-08  1.0000  2.20871E-07  0.7620  4.87426E-07  0.5002  9.69891E-07  0.3317  8.51147E-07  0.3714  2.00485E-06  0.2390  4.29047E-07  0.5003
3.9200E+04  1.15060E-06  0.4507  1.79339E-06  0.3694  2.09537E-07  1.0000  0.00000E+00  0.0000  2.63620E-07  1.0000  2.34080E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.13387E-07  1.0000  4.88963E-07  0.5794  4.16269E-07  0.5111  1.00851E-06  0.3299  9.33625E-07  0.3439  2.26994E-06  0.2255  4.83264E-07  0.4913
3.9300E+04  1.10440E-06  0.4199  1.55056E-06  0.3854  4.70753E-07  0.6339  7.12707E-08  1.0000  1.04072E-07  1.0000  2.34080E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.13387E-07  1.0000  6.46653E-07  0.5491  4.64699E-07  0.5008  9.45398E-07  0.3444  8.11080E-07  0.3730  2.40608E-06  0.2166  4.16893E-07  0.5137
3.9400E+04  1.03133E-06  0.3504  1.66476E-06  0.3230  4.67225E-07  0.6663  2.00971E-07  1.0000  0.00000E+00  0.0000  2.34080E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.13387E-07  1.0000  7.54539E-07  0.5114  3.58909E-07  0.5775  6.56026E-07  0.3844  6.26522E-07  0.3989  2.30941E-06  0.2246  4.16893E-07  0.5137
3.9500E+04  9.86626E-07  0.4476  1.94222E-06  0.3248  4.11923E-07  0.7072  2.00971E-07  1.0000  0.00000E+00  0.0000  2.34080E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.35721E-07  1.0000  0.00000E+00  0.0000  1.13387E-07  1.0000  5.91074E-07  0.5913  4.69974E-07  0.5004  4.55986E-07  0.4442  7.21167E-07  0.3897  1.70297E-06  0.2575  3.89771E-07  0.4680
3.9600E+04  1.28672E-06  0.4099  1.95188E-06  0.3371  2.09537E-07  1.0000  2.00971E-07  1.0000  0.00000E+00  0.0000  2.34080E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  2.11093E-07  1.0000  0.00000E+00  0.0000  1.95897E-07  0.7158  7.29761E-07  0.5139  4.28526E-07  0.4896  3.80077E-07  0.5138  5.52211E-07  0.4302  2.04302E-06  0.2333  4.56976E-07  0.4571
3.9700E+04  1.59803E-06  0.3503  1.68990E-06  0.3571  3.96399E-07  0.6734  2.00971E-07  1.0000  3.00433E-09  1.0000  2.34080E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  2.11093E-07  1.0000  0.00000E+00  0.0000  2.03651E-07  0.7116  7.30085E-07  0.5321  3.65534E-07  0.5550  3.80077E-07  0.5138  4.86509E-07  0.4764  1.97947E-06  0.2376  3.69299E-07  0.5134
3.9800E+04  1.70670E-06  0.3411  1.33218E-06  0.3859  5.32046E-07  0.6474  2.34951E-08  1.0000  1.48202E-07  1.0000  2.34080E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  2.11093E-07  1.0000  0.00000E+00  0.0000  2.03651E-07  0.7116  6.53414E-07  0.4945  4.09768E-07  0.5121  3.66913E-07  0.5147  6.33563E-07  0.4248  1.73006E-06  0.2468  3.68532E-07  0.5136
3.9900E+04  1.44399E-06  0.3683  1.60292E-06  0.3825  6.39340E-07  0.5871  0.00000E+00  0.0000  1.48202E-07  1.0000  2.34080E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  2.11093E-07  1.0000  0.00000E+00  0.0000  1.82946E-07  0.7072  3.30794E-07  0.7601  5.12061E-07  0.4674  4.63163E-07  0.4658  6.54217E-07  0.4003  1.31223E-06  0.2775  2.86241E-07  0.5955
4.0000E+04  1.44336E-06  0.3754  1.67114E-06  0.3846  7.47928E-07  0.5267  0.00000E+00  0.0000  9.69881E-08  1.0000  2.34080E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.85246E-08  1.0000  0.00000E+00  0.0000  2.17258E-07  0.7171  3.57278E-07  0.6735  5.59026E-07  0.4554  5.46210E-07  0.4275  7.26160E-07  0.3942  1.70081E-06  0.2459  2.32514E-07  0.6507
4.0100E+04  1.62071E-06  0.3656  1.95023E-06  0.3374  6.32459E-07  0.5833  0.00000E+00  0.0000  0.00000E+00  0.0000  2.34080E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  2.24431E-07  0.7205  2.34121E-07  1.0000  5.59026E-07  0.4554  5.93274E-07  0.4105  7.01630E-07  0.4081  1.97968E-06  0.2364  3.69585E-07  0.5848
4.0200E+04  1.90894E-06  0.3505  1.83125E-06  0.3400  4.68674E-07  0.7002  0.00000E+00  0.0000  0.00000E+00  0.0000  2.34080E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  2.24431E-07  0.7205  2.34121E-07  1.0000  4.60146E-07  0.4874  5.44119E-07  0.4298  6.85866E-07  0.3908  1.67336E-06  0.2518  3.63935E-07  0.5640
4.0300E+04  1.90062E-06  0.3590  1.07278E-06  0.4049  5.49688E-07  0.5684  0.00000E+00  0.0000  0.00000E+00  0.0000  2.34080E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.55182E-07  1.0000  0.00000E+00  0.0000  2.24431E-07  0.7205  2.34121E-07  1.0000  3.74351E-07  0.5595  4.55993E-07  0.4445  6.94123E-07  0.4018  1.58507E-06  0.2550  2.44152E-07  0.7084
4.0400E+04  1.95384E-06  0.3468  6.52319E-07  0.5771  3.75502E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  2.34080E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.69479E-07  1.0000  0.00000E+00  0.0000  2.24431E-07  0.7205  2.64486E-07  0.8926  2.59174E-07  0.6837  4.69037E-07  0.4692  6.39953E-07  0.4104  1.60805E-06  0.2565  2.71137E-07  0.6456
4.0500E+04  1.88360E-06  0.3704  7.77192E-07  0.5529  3.75502E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  6.36079E-08  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.69479E-07  1.0000  0.00000E+00  0.0000  1.46355E-07  0.9205  3.89583E-07  0.6345  1.86298E-07  0.7955  4.62177E-07  0.4738  5.74077E-07  0.4375  1.40951E-06  0.2736  3.52230E-07  0.5790
4.0600E+04  1.88862E-06  0.3623  1.06519E-06  0.4487  3.75502E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.69479E-07  1.0000  0.00000E+00  0.0000  1.34167E-07  1.0000  2.53204E-07  0.7204  2.34761E-07  0.7241  4.24466E-07  0.5081  4.61355E-07  0.4629  1.03025E-06  0.3043  4.16565E-07  0.5134
4.0700E+04  1.77986E-06  0.3989  1.31224E-06  0.4115  3.41504E-07  0.7114  0.00000E+00  0.0000  0.00000E+00  0.0000  1.71834E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.69479E-07  1.0000  0.00000E+00  0.0000  1.34167E-07  1.0000  2.78098E-07  0.7098  2.58918E-07  0.6378  4.63092E-07  0.4636  4.61193E-07  0.4564  1.02673E-06  0.3054  3.71095E-07  0.5279
4.0800E+04  1.92590E-06  0.3662  1.16107E-06  0.3828  4.63110E-08  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  2.32576E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  3.67300E-07  0.7092  0.00000E+00  0.0000  1.34167E-07  1.0000  3.66206E-07  0.5912  2.97540E-07  0.6193  6.86985E-07  0.3912  4.57969E-07  0.4552  9.96405E-07  0.3085  3.40579E-07  0.5645
4.0900E+04  1.36871E-06  0.3818  7.54751E-07  0.4499  5.65707E-07  0.7093  0.00000E+00  0.0000  0.00000E+00  0.0000  2.32576E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  3.88582E-07  0.7128  0.00000E+00  0.0000  1.34167E-07  1.0000  4.23151E-07  0.6106  4.32252E-07  0.5099  6.30864E-07  0.4207  2.86830E-07  0.5911  1.27833E-06  0.2688  4.53254E-07  0.4713
4.1000E+04  1.00080E-06  0.4707  8.42642E-07  0.4590  8.49925E-07  0.7071  0.00000E+00  0.0000  0.00000E+00  0.0000  2.32576E-07  1.0000  0.00000E+00  0.0000  4.55394E-08  1.0000  3.22306E-07  0.7080  0.00000E+00  0.0000  1.34167E-07  1.0000  4.46262E-07  0.5965  3.89336E-07  0.5015  6.54357E-07  0.4222  3.57939E-07  0.5127  1.55972E-06  0.2577  4.45492E-07  0.4610
4.1100E+04  9.70142E-07  0.5288  8.98231E-07  0.4501  8.49925E-07  0.7071  0.00000E+00  0.0000  0.00000E+00  0.0000  2.32576E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.69479E-07  1.0000  1.72643E-07  1.0000  1.34167E-07  1.0000  5.91589E-08  0.7827  2.33155E-07  0.6314  5.23340E-07  0.4613  3.40024E-07  0.4752  1.10449E-06  0.2984  3.45599E-07  0.5195
4.1200E+04  5.95836E-07  0.7131  1.11089E-06  0.3899  8.49925E-07  0.7071  0.00000E+00  0.0000  0.00000E+00  0.0000  5.74628E-09  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.69479E-07  1.0000  2.28346E-07  1.0000  1.72901E-07  0.8077  0.00000E+00  0.0000  1.00064E-07  0.8056  5.19234E-07  0.4672  2.73424E-07  0.5277  1.22708E-06  0.2934  3.72709E-07  0.5035
4.1300E+04  5.16354E-07  0.6136  7.34326E-07  0.4569  9.10512E-07  0.6258  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  8.66850E-08  1.0000  2.28346E-07  1.0000  1.83107E-07  0.7111  0.00000E+00  0.0000  0.00000E+00  0.0000  4.65587E-07  0.4967  2.44657E-07  0.5779  1.33694E-06  0.2771  2.86217E-07  0.5496
4.1400E+04  6.23752E-07  0.5764  2.82560E-07  0.7180  7.03100E-07  0.7209  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  2.28346E-07  1.0000  8.18177E-08  1.0000  1.04473E-07  1.0000  9.08179E-08  0.8788  5.23334E-07  0.4592  2.44657E-07  0.5779  1.41507E-06  0.2645  2.82475E-07  0.5813
4.1500E+04  1.19242E-06  0.4098  6.67281E-07  0.5043  7.03100E-07  0.7209  0.00000E+00  0.0000  1.75220E-08  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  2.28346E-07  1.0000  8.18177E-08  1.0000  1.92584E-07  1.0000  2.50090E-07  0.5943  6.01150E-07  0.4108  2.44657E-07  0.5779  1.26392E-06  0.2750  3.36823E-07  0.4725
4.1600E+04  1.40017E-06  0.3886  1.38645E-06  0.4274  7.03100E-07  0.7209  0.00000E+00  0.0000  3.26870E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.50938E-07  1.0000  6.72870E-08  1.0000  8.18177E-08  1.0000  1.92584E-07  1.0000  3.80838E-07  0.5109  6.90201E-07  0.3794  2.38658E-07  0.5559  1.33320E-06  0.2744  4.62582E-07  0.4670
4.1700E+04  1.07113E-06  0.4124  1.25445E-06  0.4422  7.35966E-07  0.6071  0.00000E+00  0.0000  3.26870E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  2.33768E-07  0.7509  0.00000E+00  0.0000  8.18177E-08  1.0000  1.76554E-07  1.0000  3.03302E-07  0.5856  7.74187E-07  0.3748  2.44910E-07  0.5779  1.25871E-06  0.2855  2.20605E-07  0.6858
4.1800E+04  1.29987E-06  0.3773  1.59409E-06  0.3793  4.28604E-07  0.7413  0.00000E+00  0.0000  3.26870E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  2.97601E-07  0.7110  0.00000E+00  0.0000  7.04852E-08  1.0000  0.00000E+00  0.0000  1.79578E-07  0.7025  9.11742E-07  0.3502  2.52462E-07  0.5313  1.08233E-06  0.3080  2.87531E-07  0.5905
4.1900E+04  1.53107E-06  0.3422  1.91607E-06  0.3451  3.89214E-07  0.7748  0.00000E+00  0.0000  3.26870E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.64390E-07  1.0000  0.00000E+00  0.0000  6.15965E-08  0.8241  0.00000E+00  0.0000  1.72595E-07  0.6862  9.05815E-07  0.3555  1.82969E-07  0.7080  1.37647E-06  0.2684  2.34411E-07  0.6409
4.2000E+04  1.49706E-06  0.3447  2.26101E-06  0.3298  3.94235E-07  0.7696  0.00000E+00  0.0000  3.26870E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.64390E-07  1.0000  1.14651E-07  1.0000  2.22684E-07  0.7167  0.00000E+00  0.0000  1.72721E-07  0.7090  6.83751E-07  0.4104  1.60871E-07  0.7205  1.27586E-06  0.2793  2.02055E-07  0.7260
4.2100E+04  1.35227E-06  0.3726  2.04703E-06  0.3404  4.17922E-07  0.7488  0.00000E+00  0.0000  2.84160E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.42621E-07  1.0000  3.21003E-07  0.7073  1.70322E-07  0.7983  0.00000E+00  0.0000  1.43264E-07  0.7370  7.05742E-07  0.3758  2.50597E-07  0.6349  1.02364E-06  0.3098  1.05713E-07  0.9088
4.2200E+04  1.08871E-06  0.3970  1.67238E-06  0.3523  2.77221E-07  0.7072  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  7.59419E-08  1.0000  1.69063E-07  1.0000  2.75688E-07  0.8924  7.86838E-08  1.0000  0.00000E+00  0.0000  9.26955E-08  1.0000  6.94105E-07  0.3945  4.94589E-07  0.4653  9.57457E-07  0.3279  0.00000E+00  0.0000
4.2300E+04  9.75980E-07  0.4519  1.41829E-06  0.3627  1.36127E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.22880E-08  1.0000  1.97382E-07  1.0000  2.43976E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  9.26955E-08  1.0000  7.74923E-07  0.3863  7.27485E-07  0.4142  7.65708E-07  0.3626  9.03549E-08  1.0000
4.2400E+04  9.21481E-07  0.4557  1.27050E-06  0.3825  1.70401E-07  0.8238  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.97382E-07  1.0000  2.43976E-07  1.0000  0.00000E+00  0.0000  8.60340E-08  1.0000  9.26955E-08  1.0000  6.66790E-07  0.4001  6.35514E-07  0.4379  9.38837E-07  0.3202  1.14057E-07  1.0000
4.2500E+04  8.70189E-07  0.4604  1.28259E-06  0.3791  3.48909E-07  0.7240  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.97382E-07  1.0000  2.43976E-07  1.0000  0.00000E+00  0.0000  1.97223E-07  1.0000  9.26955E-08  1.0000  6.77757E-07  0.3927  5.53036E-07  0.4507  1.30066E-06  0.2811  9.20308E-08  1.0000
4.2600E+04  1.29187E-06  0.3712  1.47114E-06  0.3633  3.13378E-07  0.7510  0.00000E+00  0.0000  0.00000E+00  0.0000  8.77140E-08  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.97382E-07  1.0000  2.43976E-07  1.0000  0.00000E+00  0.0000  1.97223E-07  1.0000  5.29270E-08  0.8438  6.88022E-07  0.4110  4.73624E-07  0.5103  1.32943E-06  0.2828  2.62233E-07  0.6262
4.2700E+04  1.10831E-06  0.3933  1.94792E-06  0.3313  2.12781E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  2.20057E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.97382E-07  1.0000  2.43976E-07  1.0000  0.00000E+00  0.0000  2.60988E-07  0.7942  1.50558E-07  1.0000  8.36512E-07  0.3613  5.60854E-07  0.4452  1.41389E-06  0.2727  3.23287E-07  0.5897
4.2800E+04  6.84247E-07  0.5280  1.73919E-06  0.3208  2.12781E-07  1.0000  0.00000E+00  0.0000  1.77351E-08  1.0000  1.82602E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.97382E-07  1.0000  2.43976E-07  1.0000  2.62207E-08  1.0000  4.39341E-07  0.7108  1.50626E-07  1.0000  5.29290E-07  0.4442  5.39064E-07  0.4624  1.51670E-06  0.2609  2.82300E-07  0.6182
4.2900E+04  4.56420E-07  0.6107  1.20003E-06  0.3846  2.12781E-07  1.0000  0.00000E+00  0.0000  2.14792E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  2.47038E-08  1.0000  2.43976E-07  1.0000  1.12140E-07  1.0000  4.39341E-07  0.7108  2.00126E-08  1.0000  3.52881E-07  0.5798  6.16282E-07  0.4176  1.63235E-06  0.2416  2.81932E-07  0.6254
4.3000E+04  3.72939E-07  0.7131  1.55881E-06  0.3657  2.12781E-07  1.0000  0.00000E+00  0.0000  7.40912E-08  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  8.50950E-08  1.0000  1.12140E-07  1.0000  2.24063E-07  0.6369  5.54494E-08  1.0000  2.77650E-07  0.6319  5.37333E-07  0.4390  1.56153E-06  0.2492  2.39060E-07  0.7154
4.3100E+04  3.72939E-07  0.7131  1.81339E-06  0.3360  2.12781E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.10761E-07  1.0000  1.45760E-07  1.0000  2.21177E-07  0.7320  2.41577E-07  0.7107  5.32680E-07  0.4109  1.58141E-06  0.2504  2.39060E-07  0.7154
4.3200E+04  2.09776E-07  0.7888  1.83843E-06  0.3112  2.12781E-07  1.0000  2.15332E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.25543E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.88527E-07  0.8057  2.30020E-07  0.7374  3.31552E-07  0.5442  5.47018E-07  0.4094  1.19005E-06  0.2843  2.39060E-07  0.7154
4.3300E+04  5.72829E-07  0.5904  1.94028E-06  0.3276  2.12781E-07  1.0000  3.08822E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.64542E-07  1.0000  0.00000E+00  0.0000  6.89247E-08  1.0000  4.29413E-07  0.6729  3.44528E-07  0.5940  4.37105E-07  0.5079  5.35510E-07  0.4114  1.08500E-06  0.3047  2.62420E-07  0.6578
4.3400E+04  5.81317E-07  0.5889  1.77795E-06  0.3342  3.97333E-07  0.7089  3.08822E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.08154E-07  1.0000  0.00000E+00  0.0000  9.99595E-08  1.0000  5.22310E-07  0.6073  3.80887E-07  0.5960  4.29445E-07  0.5137  3.74401E-07  0.4880  8.84044E-07  0.3379  1.47375E-07  0.7329
4.3500E+04  8.39965E-07  0.4559  1.39782E-06  0.3405  3.35752E-07  0.7176  3.08822E-07  1.0000  0.00000E+00  0.0000  1.64886E-08  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  9.99595E-08  1.0000  2.94096E-07  0.8543  3.80887E-07  0.5960  6.94954E-07  0.3674  3.72830E-07  0.4545  7.84758E-07  0.3603  3.88422E-07  0.5136
4.3600E+04  9.63317E-07  0.4601  1.17344E-06  0.3923  2.25123E-07  0.8837  3.08822E-07  1.0000  0.00000E+00  0.0000  1.82093E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  5.55713E-08  1.0000  0.00000E+00  0.0000  9.99595E-08  1.0000  2.46744E-07  1.0000  3.80887E-07  0.5960  8.15383E-07  0.3540  2.98298E-07  0.5834  7.27207E-07  0.3693  4.35174E-07  0.5069
4.3700E+04  7.45404E-07  0.4939  1.15070E-06  0.3967  4.56959E-07  0.7138  3.08822E-07  1.0000  0.00000E+00  0.0000  5.72277E-08  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.69383E-07  1.0000  0.00000E+00  0.0000  9.99595E-08  1.0000  2.46744E-07  1.0000  3.80887E-07  0.5960  9.31108E-07  0.3249  2.98298E-07  0.5834  5.55147E-07  0.4361  3.39578E-07  0.5855
4.3800E+04  6.79005E-07  0.5065  1.00122E-06  0.4053  4.56959E-07  0.7138  2.21333E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  3.69653E-08  1.0000  0.00000E+00  0.0000  1.69383E-07  1.0000  0.00000E+00  0.0000  2.82674E-08  1.0000  2.46744E-07  1.0000  4.58149E-07  0.5234  7.96191E-07  0.3384  3.44015E-07  0.5129  5.74948E-07  0.4220  3.39578E-07  0.5855
4.3900E+04  4.98284E-07  0.5194  1.04770E-06  0.3774  4.56959E-07  0.7138  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  2.16057E-07  1.0000  0.00000E+00  0.0000  1.69383E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  2.46744E-07  1.0000  4.62881E-07  0.5271  6.86040E-07  0.3799  4.71743E-07  0.5050  4.28999E-07  0.4373  3.39578E-07  0.5855
4.4000E+04  9.75011E-07  0.4336  1.21595E-06  0.3936  4.56959E-07  0.7138  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  2.16057E-07  1.0000  0.00000E+00  0.0000  1.69383E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  2.46744E-07  1.0000  4.06680E-07  0.5838  6.33459E-07  0.3851  5.45291E-07  0.4290  7.76958E-07  0.3349  3.17404E-07  0.5826
4.4100E+04  8.41206E-07  0.4781  1.17679E-06  0.4141  1.62907E-07  0.8923  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.67007E-07  1.0000  0.00000E+00  0.0000  1.69383E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.46232E-07  1.0000  4.06680E-07  0.5838  6.56429E-07  0.3825  4.80510E-07  0.4640  7.29206E-07  0.3681  2.08225E-07  0.7167
4.4200E+04  5.61917E-07  0.5998  1.17679E-06  0.4141  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  6.67779E-08  1.0000  6.10705E-08  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.04295E-07  1.0000  4.06680E-07  0.5838  5.63878E-07  0.4109  4.20137E-07  0.5148  1.01271E-06  0.3126  1.21359E-07  1.0000
4.4300E+04  7.44336E-07  0.4991  1.02447E-06  0.4433  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.26642E-07  1.0000  0.00000E+00  0.0000  1.45197E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.45571E-07  1.0000  2.75198E-07  0.6336  5.19370E-07  0.4189  3.69276E-07  0.5459  1.28901E-06  0.2715  1.21359E-07  1.0000
4.4400E+04  1.08126E-06  0.4320  5.18833E-07  0.6052  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.45197E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.45571E-07  1.0000  4.54908E-08  0.8380  4.74746E-07  0.4332  3.95205E-07  0.5246  1.07374E-06  0.2983  1.21359E-07  1.0000
4.4500E+04  1.21360E-06  0.4200  2.14456E-07  0.7258  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.45197E-07  1.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  0.00000E+00  0.0000  1.38573E-07  0.7133  8.78712E-08  1.0000  6.30812E-07  0.4023  4.32072E-07  0.5119  1.04808E-06  0.3044  2.12499E-07  0.7142
